case_id,H,W,int_mean,int_std,int_min,int_max,class_0_px,class_0_pct,class_1_px,class_1_pct,class_2_px,class_2_pct,class_4_px,class_4_pct
0,240,240,384.9017639160156,114.76905822753906,0.0,1542.0,56280,97.70833333333333,440.0,0.7638888888888888,500.0,0.8680555555555556,380.0,0.6597222222222222
1,240,240,387.21014404296875,114.57039642333984,0.0,1684.0,56320,97.77777777777777,423.0,0.734375,479.0,0.8315972222222223,378.0,0.65625
10,240,240,401.9803771972656,102.47000122070312,0.0,1624.0,56735,98.49826388888889,176.0,0.3055555555555556,309.0,0.5364583333333334,380.0,0.6597222222222222
1008,240,240,69.55262756347656,20.558502197265625,0.0,265.0,54556,94.71527777777777,317.0,0.5503472222222222,919.0,1.5954861111111112,1808.0,3.138888888888889
10080,240,240,317.11541748046875,90.20248413085938,0.0,1264.0,56997,98.953125,227.0,0.39409722222222227,128.0,0.2222222222222222,248.0,0.4305555555555556
10081,240,240,317.0365295410156,89.50574493408203,0.0,1266.0,57051,99.046875,160.0,0.2777777777777778,161.0,0.27951388888888884,228.0,0.39583333333333337
10082,240,240,316.7608947753906,90.41744995117188,0.0,1229.0,57129,99.18229166666667,119.0,0.2065972222222222,146.0,0.2534722222222222,206.0,0.3576388888888889
10083,240,240,315.9013977050781,91.52264404296875,0.0,1229.0,57195,99.296875,81.0,0.140625,128.0,0.2222222222222222,196.0,0.34027777777777773
10084,240,240,318.0091552734375,92.16447448730469,0.0,1236.0,57283,99.44965277777777,49.0,0.08506944444444443,96.0,0.16666666666666669,172.0,0.2986111111111111
10085,240,240,321.0623474121094,93.48029327392578,0.0,1264.0,57371,99.60243055555556,37.0,0.06423611111111112,77.0,0.13368055555555555,115.0,0.19965277777777776
10086,240,240,323.2042236328125,93.68744659423828,0.0,1259.0,57440,99.72222222222223,21.0,0.036458333333333336,64.0,0.1111111111111111,75.0,0.13020833333333331
10087,240,240,323.211181640625,92.81790924072266,0.0,1228.0,57509,99.84201388888889,5.0,0.008680555555555556,69.0,0.11979166666666666,17.0,0.029513888888888888
10088,240,240,322.5630798339844,92.13195037841797,0.0,1200.0,57559,99.92881944444446,,,41.0,0.07118055555555555,,
10089,240,240,322.365234375,91.08544921875,0.0,1283.0,57575,99.95659722222221,,,25.0,0.043402777777777776,,
1009,240,240,70.21539306640625,22.21996307373047,0.0,291.0,54452,94.53472222222223,291.0,0.5052083333333333,986.0,1.7118055555555556,1871.0,3.248263888888889
10090,240,240,323.3738708496094,90.72615814208984,0.0,1336.0,57585,99.97395833333333,,,15.0,0.026041666666666668,,
10091,240,240,324.3915710449219,92.488525390625,0.0,1253.0,57588,99.97916666666666,,,12.0,0.020833333333333336,,
10092,240,240,324.4994201660156,93.55628204345703,0.0,1232.0,57590,99.98263888888889,,,10.0,0.017361111111111112,,
10093,240,240,323.8531188964844,95.26374053955078,0.0,1196.0,57588,99.97916666666666,,,12.0,0.020833333333333336,,
10094,240,240,322.1010437011719,98.16470336914062,0.0,1198.0,57599,99.9982638888889,,,1.0,0.001736111111111111,,
10095,240,240,319.3162536621094,97.92096710205078,0.0,1201.0,57600,100.0,,,,,,
10096,240,240,317.7378845214844,98.69950103759766,0.0,1162.0,57600,100.0,,,,,,
10097,240,240,316.77056884765625,100.6565933227539,0.0,989.0,57600,100.0,,,,,,
10098,240,240,316.0660095214844,102.91851806640625,0.0,1087.0,57600,100.0,,,,,,
10099,240,240,315.2667236328125,103.95862579345703,0.0,1236.0,57600,100.0,,,,,,
1010,240,240,70.83340454101562,23.252212524414062,0.0,274.0,54360,94.375,297.0,0.515625,994.0,1.7256944444444442,1949.0,3.383680555555556
1011,240,240,71.3158187866211,24.197246551513672,0.0,289.0,54246,94.17708333333333,331.0,0.5746527777777778,1001.0,1.7378472222222223,2022.0,3.5104166666666665
1012,240,240,71.49365234375,24.394515991210938,0.0,254.0,54140,93.99305555555556,343.0,0.5954861111111112,1069.0,1.855902777777778,2048.0,3.5555555555555554
1013,240,240,71.10395812988281,23.346742630004883,0.0,222.0,54125,93.96701388888889,380.0,0.6597222222222222,1094.0,1.8993055555555554,2001.0,3.473958333333333
1014,240,240,70.21537780761719,21.954837799072266,0.0,212.0,54097,93.91840277777777,465.0,0.8072916666666667,1121.0,1.9461805555555556,1917.0,3.328125
1015,240,240,69.53144073486328,21.661996841430664,0.0,213.0,54076,93.88194444444444,613.0,1.0642361111111112,1125.0,1.953125,1786.0,3.1006944444444446
1016,240,240,69.29801177978516,21.85289192199707,0.0,208.0,54092,93.90972222222223,702.0,1.21875,1107.0,1.921875,1699.0,2.9496527777777777
1017,240,240,69.1014404296875,21.845699310302734,0.0,215.0,54078,93.88541666666667,729.0,1.265625,1150.0,1.9965277777777777,1643.0,2.852430555555556
1018,240,240,69.04924011230469,22.04676628112793,0.0,207.0,54071,93.87326388888889,786.0,1.3645833333333333,1154.0,2.0034722222222223,1589.0,2.7586805555555554
1019,240,240,68.71913146972656,22.438457489013672,0.0,209.0,54081,93.890625,780.0,1.3541666666666667,1168.0,2.0277777777777777,1571.0,2.7274305555555554
1020,240,240,68.62185668945312,22.203248977661133,0.0,216.0,54084,93.89583333333333,740.0,1.284722222222222,1223.0,2.123263888888889,1553.0,2.6961805555555554
1021,240,240,68.30705261230469,22.11465835571289,0.0,203.0,54114,93.94791666666666,696.0,1.2083333333333333,1227.0,2.130208333333333,1563.0,2.7135416666666665
1022,240,240,68.29022979736328,22.433975219726562,0.0,203.0,54120,93.95833333333333,652.0,1.1319444444444444,1231.0,2.1371527777777777,1597.0,2.7725694444444446
1023,240,240,67.97251892089844,22.664485931396484,0.0,207.0,54185,94.07118055555556,561.0,0.9739583333333333,1269.0,2.203125,1585.0,2.751736111111111
1024,240,240,67.44293975830078,22.35775375366211,0.0,201.0,54241,94.16840277777779,434.0,0.7534722222222222,1363.0,2.3663194444444446,1562.0,2.7118055555555554
10248,240,240,295.12774658203125,60.7989616394043,0.0,852.0,57600,100.0,,,,,,
10249,240,240,295.5541687011719,61.023311614990234,0.0,889.0,57600,100.0,,,,,,
1025,240,240,66.92059326171875,22.45124053955078,0.0,196.0,54262,94.20486111111111,372.0,0.6458333333333334,1400.0,2.430555555555556,1566.0,2.71875
10250,240,240,294.1480407714844,58.847293853759766,0.0,848.0,57600,100.0,,,,,,
10251,240,240,291.03790283203125,59.91989517211914,0.0,881.0,57600,100.0,,,,,,
10252,240,240,287.5598449707031,60.406272888183594,0.0,859.0,57600,100.0,,,,,,
10253,240,240,285.3117980957031,61.62257385253906,0.0,872.0,57600,100.0,,,,,,
10254,240,240,285.4046630859375,60.598175048828125,0.0,848.0,57600,100.0,,,,,,
10255,240,240,286.9866638183594,60.77173614501953,0.0,875.0,57599,99.9982638888889,,,1.0,0.001736111111111111,,
10256,240,240,288.769775390625,61.76746368408203,0.0,836.0,57596,99.99305555555556,,,4.0,0.006944444444444444,,
10257,240,240,290.2564697265625,63.92225646972656,0.0,858.0,57589,99.98090277777779,,,11.0,0.019097222222222224,,
10258,240,240,291.11199951171875,62.44789123535156,0.0,860.0,57598,99.99652777777777,,,2.0,0.003472222222222222,,
10259,240,240,292.0145568847656,61.498905181884766,0.0,865.0,57600,100.0,,,,,,
1026,240,240,66.37303161621094,22.101266860961914,0.0,196.0,54293,94.25868055555556,355.0,0.6163194444444444,1439.0,2.498263888888889,1513.0,2.6267361111111107
10260,240,240,292.5326843261719,62.50688171386719,0.0,917.0,57598,99.99652777777777,,,2.0,0.003472222222222222,,
10261,240,240,291.512451171875,63.79363250732422,0.0,898.0,57594,99.98958333333333,,,6.0,0.010416666666666668,,
10262,240,240,289.0408935546875,64.79877471923828,0.0,935.0,57551,99.91493055555556,,,49.0,0.08506944444444443,,
10263,240,240,286.1656188964844,65.14722442626953,0.0,934.0,57442,99.72569444444444,,,158.0,0.2743055555555555,,
10264,240,240,282.30291748046875,67.12207794189453,0.0,958.0,57277,99.4392361111111,,,323.0,0.5607638888888888,,
10265,240,240,278.8620910644531,69.88546752929688,0.0,888.0,57154,99.22569444444444,,,446.0,0.7743055555555556,,
10266,240,240,277.533203125,71.0875473022461,0.0,839.0,57078,99.09375,,,522.0,0.9062499999999999,,
10267,240,240,276.9731750488281,71.86441040039062,0.0,759.0,57002,98.96180555555556,,,598.0,1.0381944444444444,,
1027,240,240,65.82164001464844,21.794641494750977,0.0,193.0,54326,94.31597222222223,332.0,0.5763888888888888,1498.0,2.600694444444444,1444.0,2.506944444444444
10416,240,240,331.3369445800781,54.320735931396484,0.0,656.0,57199,99.30381944444444,,,401.0,0.6961805555555556,,
10417,240,240,334.4255676269531,54.75273513793945,0.0,707.0,57009,98.97395833333333,,,591.0,1.0260416666666665,,
10418,240,240,336.6059265136719,51.65592956542969,0.0,723.0,56681,98.40451388888889,,,919.0,1.5954861111111112,,
10419,240,240,339.9783630371094,52.356483459472656,0.0,824.0,56292,97.72916666666667,2.0,0.003472222222222222,1262.0,2.1909722222222223,44.0,0.0763888888888889
10420,240,240,342.5183410644531,53.47358703613281,0.0,778.0,56006,97.23263888888889,1.0,0.001736111111111111,1404.0,2.4375,189.0,0.328125
10421,240,240,346.13177490234375,59.335205078125,0.0,890.0,55705,96.71006944444444,1.0,0.001736111111111111,1634.0,2.836805555555556,260.0,0.45138888888888884
10422,240,240,347.7735290527344,63.29676055908203,0.0,909.0,55477,96.3142361111111,1.0,0.001736111111111111,1766.0,3.0659722222222223,356.0,0.6180555555555556
10423,240,240,350.3272399902344,68.63475036621094,0.0,923.0,55304,96.01388888888889,12.0,0.020833333333333336,1733.0,3.0086805555555554,551.0,0.9565972222222222
10424,240,240,352.66375732421875,72.4785385131836,0.0,910.0,55068,95.60416666666667,15.0,0.026041666666666668,1767.0,3.0677083333333335,750.0,1.3020833333333335
10425,240,240,356.3992614746094,77.11280822753906,0.0,922.0,54865,95.25173611111111,33.0,0.057291666666666664,1805.0,3.1336805555555554,897.0,1.5572916666666667
10426,240,240,360.00860595703125,79.75437927246094,0.0,899.0,54651,94.88020833333334,67.0,0.11631944444444443,1854.0,3.21875,1028.0,1.7847222222222223
10427,240,240,362.3116455078125,80.70724487304688,0.0,903.0,54497,94.61284722222221,96.0,0.16666666666666669,1879.0,3.2621527777777777,1128.0,1.9583333333333335
10428,240,240,363.5945739746094,81.05034637451172,0.0,929.0,54403,94.44965277777779,128.0,0.2222222222222222,1839.0,3.1927083333333335,1230.0,2.1354166666666665
10429,240,240,364.2867431640625,81.12574768066406,0.0,963.0,54319,94.30381944444444,242.0,0.4201388888888889,1844.0,3.201388888888889,1195.0,2.0746527777777777
10430,240,240,364.97808837890625,80.66008758544922,0.0,900.0,54249,94.18229166666666,415.0,0.7204861111111112,1849.0,3.2100694444444446,1087.0,1.887152777777778
10431,240,240,364.9871520996094,80.39502716064453,0.0,920.0,54164,94.03472222222223,573.0,0.9947916666666667,1824.0,3.166666666666667,1039.0,1.8038194444444444
10432,240,240,364.46746826171875,80.92871856689453,0.0,894.0,54092,93.90972222222223,687.0,1.1927083333333333,1817.0,3.154513888888889,1004.0,1.7430555555555556
10433,240,240,363.8349914550781,81.19862365722656,0.0,886.0,54012,93.77083333333334,755.0,1.3107638888888888,1846.0,3.204861111111111,987.0,1.7135416666666667
10434,240,240,362.9969482421875,81.33280181884766,0.0,908.0,53892,93.5625,784.0,1.361111111111111,1906.0,3.309027777777778,1018.0,1.7673611111111112
10435,240,240,362.3923645019531,82.0533218383789,0.0,877.0,53772,93.35416666666667,814.0,1.4131944444444444,1964.0,3.4097222222222223,1050.0,1.8229166666666667
10584,240,240,346.43792724609375,113.88617706298828,0.0,1493.0,56014,97.24652777777779,153.0,0.265625,1029.0,1.7864583333333333,404.0,0.7013888888888888
10585,240,240,344.197265625,115.67964172363281,0.0,1503.0,56036,97.28472222222221,128.0,0.2222222222222222,1005.0,1.7447916666666667,431.0,0.7482638888888888
10586,240,240,340.7861633300781,117.50188446044922,0.0,1536.0,56051,97.31076388888889,143.0,0.2482638888888889,993.0,1.7239583333333333,413.0,0.717013888888889
10587,240,240,338.8087463378906,115.8348617553711,0.0,1519.0,56035,97.28298611111111,145.0,0.2517361111111111,1014.0,1.7604166666666667,406.0,0.7048611111111112
10588,240,240,338.774169921875,111.59561920166016,0.0,1462.0,56008,97.23611111111111,161.0,0.27951388888888884,1031.0,1.7899305555555558,400.0,0.6944444444444444
10589,240,240,342.48748779296875,113.12653350830078,0.0,1456.0,55966,97.16319444444444,175.0,0.3038194444444445,1074.0,1.8645833333333335,385.0,0.6684027777777778
10590,240,240,343.4145812988281,109.72135162353516,0.0,1471.0,55942,97.12152777777779,196.0,0.34027777777777773,1107.0,1.921875,355.0,0.6163194444444444
10591,240,240,343.1624450683594,106.65860748291016,0.0,1455.0,55850,96.96180555555556,223.0,0.3871527777777778,1208.0,2.0972222222222223,319.0,0.5538194444444444
10592,240,240,346.04559326171875,107.67796325683594,0.0,1435.0,55779,96.83854166666667,220.0,0.3819444444444444,1304.0,2.263888888888889,297.0,0.515625
10593,240,240,345.76263427734375,108.66911315917969,0.0,1423.0,55716,96.72916666666667,185.0,0.3211805555555555,1405.0,2.439236111111111,294.0,0.5104166666666666
10594,240,240,345.2265625,104.85728454589844,0.0,1432.0,55738,96.76736111111111,165.0,0.2864583333333333,1411.0,2.4496527777777777,286.0,0.4965277777777778
10595,240,240,345.021240234375,100.99625396728516,0.0,1450.0,55795,96.86631944444444,153.0,0.265625,1391.0,2.4149305555555554,261.0,0.45312499999999994
10596,240,240,345.8643798828125,98.9668960571289,0.0,1455.0,55849,96.96006944444444,121.0,0.21006944444444445,1383.0,2.4010416666666665,247.0,0.4288194444444444
10597,240,240,348.5566101074219,102.22372436523438,0.0,1512.0,55928,97.09722222222223,71.0,0.12326388888888888,1353.0,2.3489583333333335,248.0,0.4305555555555556
